Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
45094,5208789710,mahaa507 (22/150),324,112,G Cameron Young G Aaron Rai G Mac Meissner G Sungjae Im G Ben Kohles G Marco Penge,,,,,
45094,5208789768,mahaa507 (80/150),324,112,G Cameron Young G Aaron Rai G Harris English G Ben Kohles G Christiaan Bezuidenhout G Ricky Castillo,,,,,
45094,5208912455,BromaniJones (112/150),324,112,G Cameron Young G Maverick McNealy G Aaron Rai G J.T. Poston G Zac Blair G Kris Ventura,,,,,
45094,5208989721,milligolf (58/150),324,112,G Cameron Young G Aaron Rai G Mac Meissner G Sungjae Im G Ben Kohles G Marco Penge,,,,,
45094,5209055126,kbpeters32 (25/150),324,112,G Cameron Young G Aaron Rai G Mac Meissner G Sungjae Im G Ben Kohles G Marco Penge,,,,,
45094,5209326510,curlytop66 (12/13),324,112,G Cameron Young G Austin Eckroat G Thorbjørn Olesen G Austin Smotherman G Takumi Kanaya G Gordon Sargent,,,,,
45094,5209398194,JL003 (81/150),324,112,G Cameron Young G Aaron Rai G Harris English G Mac Meissner G Jordan L. Smith G Sam Stevens,,,,,
45094,5209790046,kfish191 (138/150),324,112,G Cameron Young G Aaron Rai G Mac Meissner G Sungjae Im G Ben Kohles G Marco Penge,,,,,
45631,5208042508,vegasnu2 (3/150),361,111.5,G Hideki Matsuyama G Ryan Gerard G Brian Harman G Blades Brown G Sungjae Im G Benjamin James,,,,,
45631,5209786344,jgro (58/150),360,111.5,G Hideki Matsuyama G Ryan Gerard G Doug Ghim G Blades Brown G Christiaan Bezuidenhout G Zachary Bauchou,,,,,
45631,5207196664,rzaroch36 (76/110),359,111.5,G Ryan Gerard G Ben Griffin G Davis Thompson G Jordan Spieth G Ryo Hisatsune G Emiliano Grillo,,,,,
45631,5207223934,nickstorey23 (119/150),359,111.5,G Ryan Gerard G Ben Griffin G Alex Fitzpatrick G Brian Harman G Eric Cole G Emiliano Grillo,,,,,
45631,5208193878,mknob87 (128/150),359,111.5,G Ryan Gerard G Ben Griffin G Alex Fitzpatrick G Brian Harman G Eric Cole G Emiliano Grillo,,,,,
45631,5208825656,Flotastic (86/150),359,111.5,G Jackson Koivun G Ben Griffin G Davis Thompson G Alex Smalley G Emiliano Grillo G Sepp Straka,,,,,
45631,5207670491,panfriedbeets (148/150),358,111.5,G Jackson Koivun G Justin Thomas G Brian Harman G Benjamin James G Max McGreevy G Andrew Novak,,,,,
45631,5207758207,flashy84 (46/150),358,111.5,G Hideki Matsuyama G Ryan Gerard G Alex Fitzpatrick G Brian Harman G Emiliano Grillo G Max McGreevy,,,,,
45631,5208042509,vegasnu2 (4/150),358,111.5,G Hideki Matsuyama G Ryan Gerard G Harris English G Alex Noren G Alex Smalley G Benjamin James,,,,,
45631,5208853293,Flamingos12 (62/150),358,111.5,G Cameron Young G Ryan Gerard G Ben Griffin G Eric Cole G Emiliano Grillo G Brandt Snedeker,,,,,
45631,5209604926,peewee35 (141/150),358,111.5,G Cameron Young G Hideki Matsuyama G Alex Noren G Alex Smalley G Benjamin James G Jason Day,,,,,
45631,5207826889,lougehrig4,357,111.5,G Cameron Young G Ryan Gerard G Keith Mitchell G Blades Brown G Sahith Theegala G Sepp Straka,,,,,
45631,5209177789,leszigler (125/150),357,111.5,G Cameron Young G Hideki Matsuyama G Alex Smalley G Eric Cole G Emiliano Grillo G Andrew Putnam,,,,,
45631,5209188754,Mase2428 (51/150),357,111.5,G Cameron Young G Jackson Koivun G Blades Brown G Benjamin James G Emiliano Grillo G Kris Ventura,,,,,
45631,5209190657,keviger90 (18/19),357,111.5,G Hideki Matsuyama G Jordan Spieth G Chris Kirk G Sahith Theegala G Andrew Novak G Stephan Jaeger,,,,,
45631,5209362205,dbullsfan (1/40),357,111.5,G Hideki Matsuyama G Aaron Rai G Brian Harman G Jordan Spieth G Alex Noren G Benjamin James,,,,,
45631,5209398259,JL003 (146/150),357,111.5,G Justin Thomas G Ryan Gerard G Ben Griffin G Keith Mitchell G Alex Noren G Adrien Saddier,,,,,
45631,5208529445,juliog23 (96/150),356,111.5,G Jackson Koivun G Hideki Matsuyama G Jordan Spieth G Christiaan Bezuidenhout G Chris Kirk G Benjamin James,,,,,
45631,5208529763,curly82 (44/108),356,111.5,G Cameron Young G Hideki Matsuyama G Davis Thompson G Ryo Hisatsune G Zachary Bauchou G Max McGreevy,,,,,
45631,5208884656,Wanna_Square_Up1567 (128/150),356,111.5,G Hideki Matsuyama G Justin Thomas G Ryan Gerard G Alex Smalley G Lee Hodges G Stephan Jaeger,,,,,
45631,5209290348,thechubasco (1/10),356,111.5,G Hideki Matsuyama G Ben Griffin G Aaron Rai G Blades Brown G Benjamin James G Rasmus Neergaard-Petersen,,,,,
45631,5209363611,JLong456 (103/150),356,111.5,G Hideki Matsuyama G Tom Kim G Ben Griffin G Emiliano Grillo G Jason Day G Stephan Jaeger,,,,,
45631,5209373623,BrandonSaunders (80/150),356,111.5,G Hideki Matsuyama G Justin Thomas G Aaron Rai G Blades Brown G Emiliano Grillo G Lee Hodges,,,,,
45631,5207234473,kratli68 (6/10),355,111.5,G Hideki Matsuyama G Ryan Gerard G Tom Kim G Chris Kirk G Eric Cole G Lucas Glover,,,,,
45631,5208964821,WackyUncle (38/150),355,111.5,G Jackson Koivun G Hideki Matsuyama G Alex Fitzpatrick G Alex Smalley G Emiliano Grillo G Andrew Putnam,,,,,
45631,5209178844,grey31 (136/150),355,111.5,G Ben Griffin G Davis Thompson G Brian Harman G Mac Meissner G Blades Brown G Emiliano Grillo,,,,,
45631,5207624804,tlt1989 (1/3),354,111.5,G Cameron Young G Hideki Matsuyama G Jordan Spieth G Matt Wallace G Ryo Hisatsune G Sahith Theegala,,,,,
45631,5208228226,d-nice06 (2/3),354,111.5,G Cameron Young G Hideki Matsuyama G Jordan Spieth G Matt Wallace G Ryo Hisatsune G Sahith Theegala,,,,,
45631,5208320284,TheKid2430 (26/150),354,111.5,G Hideki Matsuyama G Ben Griffin G Harris English G Keith Mitchell G Eric Cole G Michael Kim,,,,,
45631,5208329318,kylehaeussler (140/150),354,111.5,G Cameron Young G Ben Griffin G Keegan Bradley G Benjamin James G Ryo Hisatsune G William Mouw,,,,,
45631,5208529464,juliog23 (115/150),354,111.5,G Hideki Matsuyama G Ben Griffin G Harris English G Keith Mitchell G Eric Cole G Michael Kim,,,,,
45631,5208814193,andarmac99 (18/150),354,111.5,G Jackson Koivun G Ben Griffin G Keegan Bradley G Benjamin James G Ryo Hisatsune G Jackson Suber,,,,,
45631,5209177796,leszigler (132/150),354,111.5,G Cameron Young G Hideki Matsuyama G Alex Smalley G Johnny Keefer G Ricky Castillo G Lee Hodges,,,,,
45631,5209410167,TERRYBECK (123/150),354,111.5,G Jackson Koivun G Davis Thompson G Brian Harman G Blades Brown G Ben Kohles G Emiliano Grillo,,,,,
45631,5209510113,luka0077 (112/150),354,111.5,G Jackson Koivun G Hideki Matsuyama G Justin Thomas G Eric Cole G Andrew Novak G Brandt Snedeker,,,,,
45631,5209572579,USaki2meISaki2U (93/101),354,111.5,G Cameron Young G Ryan Gerard G Blades Brown G Ben Kohles G Benjamin James G Michael Kim,,,,,
45631,5209648316,jeffparker88 (40/50),354,111.5,G Cameron Young G Ryan Gerard G Blades Brown G Ben Kohles G Benjamin James G Michael Kim,,,,,
45631,5207826867,tdenbeste (91/150),353,111.5,G Cameron Young G Jackson Koivun G Alex Noren G Ben Kohles G Benjamin James G Joel Dahmen,,,,,
45631,5208146990,bowerwolff3000 (31/101),353,111.5,G Jackson Koivun G Aaron Rai G Davis Thompson G Brian Harman G Emiliano Grillo G Johnny Keefer,,,,,
45631,5208146991,bowerwolff3000 (32/101),353,111.5,G Jackson Koivun G Hideki Matsuyama G Mac Meissner G Bud Cauley G Emiliano Grillo G Johnny Keefer,,,,,
45631,5208483383,cooplar (35/50),353,111.5,G Justin Thomas G Ryan Gerard G Harris English G Alex Smalley G Benjamin James G Sepp Straka,,,,,
45631,5208834717,jdebartolo (51/150),353,111.5,G Cameron Young G Maverick McNealy G Alex Noren G Alex Smalley G Eric Cole G Emiliano Grillo,,,,,
45631,5208955900,igotamanning (38/150),353,111.5,G Hideki Matsuyama G Justin Thomas G Blades Brown G Ben Kohles G Eric Cole G Michael Kim,,,,,
45631,5209187594,gokullect (138/150),353,111.5,G Jackson Koivun G Aaron Rai G Michael Brennan G Alex Smalley G Eric Cole G Emiliano Grillo,,,,,
45631,5209321998,cjlocker (130/150),353,111.5,G Cameron Young G Michael Brennan G Keith Mitchell G Blades Brown G Alex Smalley G Eric Cole,,,,,
45631,5209504845,ejoeding (57/150),353,111.5,G Jackson Koivun G Hideki Matsuyama G Tom Kim G Emiliano Grillo G Kevin Roy G Seamus Power,,,,,
45631,5209535391,msg365 (58/150),353,111.5,G Cameron Young G Ben Griffin G Doug Ghim G Chris Kirk G Michael Kim G Ryo Hisatsune,,,,,
45631,5208354855,hamblinm (1/2),352,111.5,G Hideki Matsuyama G Tom Kim G Ben Griffin G Blades Brown G Michael Kim G Ricky Castillo,,,,,
45631,5208566315,heroldjean (5/5),352,111.5,G Hideki Matsuyama G Ryan Gerard G Tom Kim G Ben Griffin G A.J. Ewart G Hank Lebioda,,,,,
45631,5209138457,Worthy33 (108/150),352,111.5,G Jackson Koivun G Ben Griffin G Blades Brown G Jordan L. Smith G Michael Kim G Billy Horschel,,,,,
45631,5209224641,almccullum (67/83),352,111.5,G Jackson Koivun G Tom Kim G Ben Griffin G Jordan Spieth G Bud Cauley G Peter Malnati,,,,,
45631,5209410761,B32044 (140/150),352,111.5,G Cameron Young G Ryan Gerard G Davis Thompson G Chris Kirk G Emiliano Grillo G Seamus Power,,,,,
45631,5209455173,evansrc717 (12/114),352,111.5,G Cameron Young G Ryan Gerard G Alex Noren G Blades Brown G Sahith Theegala G Ricky Castillo,,,,,
45631,5209469700,jdatlas (59/150),352,111.5,G Jackson Koivun G Ryan Gerard G Keith Mitchell G Alex Smalley G Michael Kim G Billy Horschel,,,,,
45631,5209510091,luka0077 (90/150),352,111.5,G Hideki Matsuyama G Ben Griffin G Aaron Rai G Alex Smalley G Eric Cole G Zac Blair,,,,,
45631,5209569041,petem940 (1/5),352,111.5,G Hideki Matsuyama G Tom Kim G Keith Mitchell G Blades Brown G Ryo Hisatsune G Zac Blair,,,,,
45631,5209611834,worldchamp13 (71/150),352,111.5,G Jackson Koivun G Ryan Gerard G Davis Thompson G Christiaan Bezuidenhout G Ryo Hisatsune G Emiliano Grillo,,,,,
45631,5207283852,Tkunz6921 (132/150),351,111.5,G Justin Thomas G Ben Griffin G Jordan Spieth G Alex Noren G Sungjae Im G Eric Cole,,,,,
45631,5208668459,bgwig500 (55/150),351,111.5,G Justin Thomas G Ryan Gerard G Mac Meissner G Keith Mitchell G Zachary Bauchou G Karl Vilips,,,,,
45631,5208941674,RyvlesGaming30 (56/100),351,111.5,G Hideki Matsuyama G Ben Griffin G Alex Fitzpatrick G Brian Harman G Eric Cole G Sam Stevens,,,,,
45631,5208951456,rocket1105 (2/10),351,111.5,G Ryan Gerard G Ben Griffin G Davis Thompson G Mac Meissner G Alex Smalley G Sepp Straka,,,,,
45631,5209073265,Maloneymat16 (39/100),351,111.5,G Cameron Young G Ben Griffin G Davis Thompson G Matt Wallace G Ryo Hisatsune G Emiliano Grillo,,,,,
45631,5209265605,Meechiokahn (95/114),351,111.5,G Jackson Koivun G Hideki Matsuyama G Mac Meissner G Michael Kim G Denny McCarthy G Chandler Blanchet,,,,,
45631,5209353668,Chupacabra2020 (117/150),351,111.5,G Cameron Young G Ben Griffin G Davis Thompson G Rasmus Højgaard G Ryo Hisatsune G Johnny Keefer,,,,,
45631,5209415696,paulsupple (105/150),351,111.5,G Justin Thomas G Ryan Gerard G Tom Kim G Alex Noren G Lucas Glover G A.J. Ewart,,,,,
45631,5208318015,bryanbigbets (46/150),350,111.5,G Jackson Koivun G Ryan Gerard G Jordan Spieth G Doug Ghim G Matt Wallace G Ricky Castillo,,,,,
45631,5208658402,lrfulsher (37/75),350,111.5,G Ryan Gerard G Tom Kim G Keegan Bradley G Alex Smalley G Chris Kirk G Emiliano Grillo,,,,,
45631,5208753168,lyeo91 (9/20),350,111.5,G Jackson Koivun G Hideki Matsuyama G Brian Harman G Christiaan Bezuidenhout G Emiliano Grillo G Matthew McCarty,,,,,
45631,5208825581,Flotastic (11/150),350,111.5,G Keith Mitchell G Alex Smalley G Rasmus Højgaard G Matt Wallace G Emiliano Grillo G Jackson Suber,,,,,
45631,5208920313,mlief (77/150),350,111.5,G Jackson Koivun G Ben Griffin G Sungjae Im G Matt Wallace G Benjamin James G Rasmus Neergaard-Petersen,,,,,
45631,5208955920,igotamanning (58/150),350,111.5,G Jackson Koivun G Ryan Gerard G Jordan Spieth G Doug Ghim G Matt Wallace G Ricky Castillo,,,,,
45631,5208963723,mcmmings (1/2),350,111.5,G Ryan Gerard G Tom Kim G Alex Fitzpatrick G Matt Wallace G Eric Cole G Ryo Hisatsune,,,,,
45631,5209002597,matergy (18/150),350,111.5,G Ryan Gerard G Tom Kim G Ben Griffin G Matt Wallace G Bud Cauley G Johnny Keefer,,,,,
45631,5209373108,JohnnyLFootball (64/150),350,111.5,G Hideki Matsuyama G Justin Thomas G Jordan Spieth G Keith Mitchell G Alex Noren G Andrew Putnam,,,,,
45631,5209405507,chazemclean (36/150),350,111.5,G Cameron Young G Jackson Koivun G Doug Ghim G Ryo Hisatsune G Rasmus Neergaard-Petersen G Max McGreevy,,,,,
45631,5209646771,syrsoc13 (138/142),350,111.5,G Justin Thomas G Tom Kim G Ben Griffin G Matt Wallace G Eric Cole G Sepp Straka,,,,,
45631,5209677245,daddybronc (2/2),350,111.5,G Hideki Matsuyama G Alex Fitzpatrick G Mac Meissner G Jordan Spieth G Keith Mitchell G Blades Brown,,,,,
45631,5209786351,jgro (65/150),350,111.5,G Justin Thomas G Keith Mitchell G Blades Brown G Ben Kohles G Alex Smalley G Michael Kim,,,,,
45631,5207377873,ByronLGB (8/9),349,111.5,G Jackson Koivun G Hideki Matsuyama G Michael Brennan G Emiliano Grillo G Nick Taylor G Jackson Suber,,,,,
45631,5207657267,mm03 (9/23),349,111.5,G Hideki Matsuyama G Ryan Gerard G Ben Griffin G Brian Harman G Matthew McCarty G Kris Ventura,,,,,
45631,5208282398,hambazaza (94/150),349,111.5,G Cameron Young G Jackson Koivun G Ryo Hisatsune G Sahith Theegala G Nick Taylor G Ricky Castillo,,,,,
45631,5208889830,butter1989 (135/150),349,111.5,G Jackson Koivun G Justin Thomas G Ryan Gerard G Max Greyserman G Emiliano Grillo G Davis Chatfield,,,,,
45631,5208890743,seebs (57/150),349,111.5,G Cameron Young G Ben Griffin G Alex Noren G Eric Cole G Rico Hoey G Mackenzie Hughes,,,,,
45631,5208899000,MisterWrestling2 (2/8),349,111.5,G Cameron Young G Tom Kim G Blades Brown G Alex Smalley G Christiaan Bezuidenhout G Emiliano Grillo,,,,,
45631,5208996067,Quake211 (90/150),349,111.5,G Hideki Matsuyama G Ryan Gerard G Ben Griffin G Alex Noren G Matthew McCarty G Kris Ventura,,,,,
45631,5209292153,dakdakgoose (107/150),349,111.5,G Cameron Young G Ryan Gerard G Alex Noren G Rasmus Højgaard G Matt Wallace G Sahith Theegala,,,,,
45631,5209292177,dakdakgoose (131/150),349,111.5,G Hideki Matsuyama G Ben Griffin G Brian Harman G Alex Noren G Bud Cauley G Jackson Suber,,,,,
45631,5207800069,Dust197323 (1/4),348,111.5,G Ryan Gerard G Tom Kim G Maverick McNealy G Alex Smalley G Rasmus Højgaard G Ryo Hisatsune,,,,,
45631,5208119106,totototo (24/150),348,111.5,G Cameron Young G Ryan Gerard G Davis Thompson G Blades Brown G Tony Finau G Lee Hodges,,,,,
45631,5208193761,mknob87 (11/150),348,111.5,G Jackson Koivun G Ryan Gerard G Alex Fitzpatrick G Matt Wallace G Emiliano Grillo G Kevin Yu,,,,,
45631,5208484232,Ddfla (7/30),348,111.5,G Jackson Koivun G Keegan Bradley G Brian Harman G Doug Ghim G Ryo Hisatsune G Zac Blair,,,,,
45631,5208528085,jmquinn21 (18/34),348,111.5,G Tom Kim G Maverick McNealy G Mac Meissner G Alex Noren G Blades Brown G Eric Cole,,,,,
45631,5208980777,jnavarro2590 (127/150),348,111.5,G Jackson Koivun G Hideki Matsuyama G Brian Harman G Alex Noren G Bud Cauley G Matthew McCarty,,,,,
45631,5209034400,john22patty (113/115),348,111.5,G Jackson Koivun G Justin Thomas G Brian Harman G Jordan L. Smith G Matt Wallace G Emiliano Grillo,,,,,
45631,5209188772,Mase2428 (69/150),348,111.5,G Cameron Young G Jackson Koivun G Mac Meissner G Benjamin James G Michael Kim G Chandler Phillips,,,,,
45631,5209267729,sammyy89 (54/150),348,111.5,G Jackson Koivun G Aaron Rai G Davis Thompson G Nick Taylor G Lee Hodges G Andrew Novak,,,,,
45631,5209363194,wowwwwwdfs_kkc (53/150),348,111.5,G Hideki Matsuyama G Ryan Gerard G Ben Griffin G Jordan L. Smith G Michael Kim G Marco Penge,,,,,
45631,5209373596,BrandonSaunders (53/150),348,111.5,G Jackson Koivun G Hideki Matsuyama G Brian Harman G Alex Noren G Bud Cauley G Matthew McCarty,,,,,
45631,5209536423,Dcats15 (54/150),348,111.5,G Cameron Young G Michael Brennan G Brian Harman G Blades Brown G Eric Cole G Billy Horschel,,,,,
45631,5209569365,isaakuerickson (82/150),348,111.5,G Hideki Matsuyama G Ben Griffin G Harris English G Keith Mitchell G Alex Smalley G Christiaan Bezuidenhout,,,,,
45631,5209646888,nachwati (43/119),348,111.5,G Cameron Young G Keegan Bradley G Mac Meissner G Doug Ghim G Blades Brown G Zachary Bauchou,,,,,
45631,5209726562,Gregg85 (27/59),348,111.5,G Jackson Koivun G Hideki Matsuyama G Ryan Gerard G Denny McCarthy G Jackson Suber G Davis Riley,,,,,
45631,5209726608,Gregg85 (54/59),348,111.5,G Jackson Koivun G Hideki Matsuyama G Ryan Gerard G Denny McCarthy G Jackson Suber G Davis Riley,,,,,
45631,5209777920,piezo (11/150),348,111.5,G Justin Thomas G Tom Kim G Ben Griffin G Aaron Rai G Seamus Power G Joel Dahmen,,,,,
45631,5207377767,Skralph (52/150),347,111.5,G Cameron Young G Alex Fitzpatrick G Keith Mitchell G Emiliano Grillo G Nick Taylor G Jason Day,,,,,
45631,5207691001,Racktracker13 (12/150),347,111.5,G Justin Thomas G Harris English G Blades Brown G Sungjae Im G Matt Wallace G Benjamin James,,,,,
45631,5207848386,lakeside2220 (1/20),347,111.5,G Cameron Young G Davis Thompson G Blades Brown G Ben Kohles G Max Greyserman G Ryo Hisatsune,,,,,
45631,5208016981,scotttcarnine (1/2),347,111.5,G Hideki Matsuyama G Ben Griffin G Maverick McNealy G Ben Kohles G Harry Hall G Mackenzie Hughes,,,,,
45631,5208094809,Lightsout242 (5/150),347,111.5,G Cameron Young G Justin Thomas G Keith Mitchell G Alex Noren G Alex Smalley G William Mouw,,,,,
45631,5208116293,TexasShiner (44/100),347,111.5,G Cameron Young G Jackson Koivun G Justin Thomas G Lee Hodges G Chandler Phillips G Brandt Snedeker,,,,,
45631,5208380367,Deethree (16/150),347,111.5,G Cameron Young G Davis Thompson G Brian Harman G Matt Wallace G Emiliano Grillo G Stephan Jaeger,,,,,
45631,5208692194,AGMoney23 (60/150),347,111.5,G Justin Thomas G Tom Kim G Aaron Rai G Blades Brown G Emiliano Grillo G Nick Taylor,,,,,
45631,5208892717,622995 (3/8),347,111.5,G Cameron Young G Jackson Koivun G Christiaan Bezuidenhout G Benjamin James G Ryo Hisatsune G Zac Blair,,,,,
45631,5208974414,robbin455 (1/5),347,111.5,G Cameron Young G Tom Kim G Aaron Rai G Michael Kim G Emiliano Grillo G Zachary Bauchou,,,,,
45631,5208981759,bionicknee (63/150),347,111.5,G Cameron Young G Justin Thomas G Keith Mitchell G Alex Noren G Alex Smalley G William Mouw,,,,,
45631,5209055152,kbpeters32 (51/150),347,111.5,G Hideki Matsuyama G Ben Griffin G Alex Fitzpatrick G Sungjae Im G Chris Kirk G Nick Taylor,,,,,
45631,5209167460,ryanmdelaney (47/50),347,111.5,G Ben Kohles G Jackson Suber G Zac Blair G Lee Hodges G Seamus Power G William Mouw,,,,,
45631,5209285296,JTcapSNAKE (83/150),347,111.5,G Cameron Young G Justin Thomas G Alex Noren G Sungjae Im G Emiliano Grillo G Johnny Keefer,,,,,
45631,5209299200,deckeron (134/150),347,111.5,G Ben Griffin G Brian Harman G Alex Smalley G Rasmus Højgaard G Zac Blair G Kevin Yu,,,,,
45631,5209416045,Jay85603 (35/150),347,111.5,G Ryan Gerard G Tom Kim G Ben Griffin G Ben Kohles G Chris Kirk G Michael Kim,,,,,
45631,5209455197,evansrc717 (36/114),347,111.5,G Cameron Young G Maverick McNealy G Alex Noren G Blades Brown G Alex Smalley G Matti Schmid,,,,,
45631,5209466971,chrismac16 (3/150),347,111.5,G Ryan Gerard G Tom Kim G Ben Griffin G Blades Brown G Sungjae Im G Kris Ventura,,,,,
45631,5209572460,mikela1 (2/2),347,111.5,G Ryan Gerard G Tom Kim G Ben Griffin G Ben Kohles G Chris Kirk G Michael Kim,,,,,
45631,5209729972,rgb3 (37/44),347,111.5,G Cameron Young G Jackson Koivun G Hideki Matsuyama G Patrick Fishburn G Tom Hoge G Austin Smotherman,,,,,
45631,5209794575,weszy (7/40),347,111.5,G Jackson Koivun G Ben Griffin G Maverick McNealy G Keith Mitchell G Austin Eckroat G Lucas Glover,,,,,
45631,5207283788,Tkunz6921 (68/150),346,111.5,G Hideki Matsuyama G Ryan Gerard G Blades Brown G Ben Kohles G Christiaan Bezuidenhout G Bud Cauley,,,,,
45631,5207291659,spankysd (64/150),346,111.5,G Hideki Matsuyama G Ryan Gerard G Alex Fitzpatrick G Blades Brown G Bud Cauley G Rasmus Neergaard-Petersen,,,,,
45631,5207300531,SpoWeezy (149/150),346,111.5,G Hideki Matsuyama G Aaron Rai G Brian Harman G Keith Mitchell G Alex Noren G Ben Kohles,,,,,
45631,5207852094,tdenbeste (109/150),346,111.5,G Hideki Matsuyama G Ryan Gerard G Tom Kim G Alex Noren G Christiaan Bezuidenhout G Chandler Phillips,,,,,
45631,5208118021,ajtruck (51/150),346,111.5,G Cameron Young G Alex Fitzpatrick G Harris English G Alex Noren G Eric Cole G Emiliano Grillo,,,,,
45631,5208158778,slpendy (25/150),346,111.5,G Tom Kim G Harris English G Brian Harman G Keith Mitchell G Matt Wallace G Eric Cole,,,,,
45631,5208329651,GuestMe (4/11),346,111.5,G Hideki Matsuyama G Ryan Gerard G Blades Brown G Ben Kohles G Bud Cauley G Zac Blair,,,,,
45631,5208616991,Wmgarvin09 (30/32),346,111.5,G Cameron Young G Ben Griffin G Keith Mitchell G Alex Noren G Bud Cauley G Nick Taylor,,,,,
45631,5208616998,Wmgarvin09 (31/32),346,111.5,G Cameron Young G Ben Griffin G Keith Mitchell G Alex Noren G Bud Cauley G Nick Taylor,,,,,
45631,5208743111,breazy18 (149/150),346,111.5,G Jackson Koivun G Maverick McNealy G Davis Thompson G Brian Harman G Michael Kim G Nicolas Echavarria,,,,,
45631,5208814183,andarmac99 (8/150),346,111.5,G Jackson Koivun G Tom Kim G Keegan Bradley G Ryo Hisatsune G Emiliano Grillo G Jackson Suber,,,,,
45631,5208825701,Flotastic (131/150),346,111.5,G Cameron Young G Tom Kim G Keith Mitchell G Matt Wallace G Michael Kim G Johnny Keefer,,,,,
45631,5208834684,jdebartolo (18/150),346,111.5,G Ben Griffin G Maverick McNealy G Michael Brennan G Alex Noren G Ben Kohles G Seamus Power,,,,,
45631,5208901866,tonyhoang1 (51/60),346,111.5,G Alex Smalley G Matt Wallace G J.T. Poston G Sahith Theegala G Nick Taylor G Zac Blair,,,,,
45631,5208913528,krucker07 (120/150),346,111.5,G Jackson Koivun G Hideki Matsuyama G Sungjae Im G Jordan L. Smith G Chris Kirk G Nick Taylor,,,,,
45631,5209138465,Worthy33 (116/150),346,111.5,G Cameron Young G Ben Griffin G Ben Kohles G Alex Smalley G Bud Cauley G Ryo Hisatsune,,,,,
45631,5209171298,doygabe (37/54),346,111.5,G Mac Meissner G Alex Noren G Doug Ghim G Matt Wallace G Kris Ventura G Mark Hubbard,,,,,
45631,5209187363,gokullect (4/150),346,111.5,G Cameron Young G Jackson Koivun G Davis Thompson G Nick Taylor G Matthew McCarty G Patrick Fishburn,,,,,
45631,5209199045,Joejoe2338 (9/21),346,111.5,G Cameron Young G Ryan Gerard G Mac Meissner G Blades Brown G Sahith Theegala G Zecheng Dou,,,,,
45631,5209285930,Oldy9 (29/150),346,111.5,G Cameron Young G Hideki Matsuyama G Ben Kohles G Christiaan Bezuidenhout G Eric Cole G Ryo Hisatsune,,,,,
45631,5209348319,TERRYBECK (93/150),346,111.5,G Hideki Matsuyama G Ryan Gerard G Tom Kim G Brian Harman G Matt Wallace G Davis Chatfield,,,,,
45631,5209362230,dbullsfan (26/40),346,111.5,G Cameron Young G Aaron Rai G Chris Kirk G Benjamin James G Ryo Hisatsune G Ricky Castillo,,,,,
45631,5209391941,upperslad (33/150),346,111.5,G Jackson Koivun G Hideki Matsuyama G Ryan Gerard G Jackson Suber G Billy Horschel G Andrew Putnam,,,,,
45631,5209409840,dlmurray24 (130/150),346,111.5,G Hideki Matsuyama G Maverick McNealy G Mac Meissner G Christiaan Bezuidenhout G Ryo Hisatsune G Emiliano Grillo,,,,,
45631,5209509586,aarontdyson (120/150),346,111.5,G Jackson Koivun G Tom Kim G Brian Harman G Rasmus Højgaard G Christiaan Bezuidenhout G Karl Vilips,,,,,
45631,5209586386,mbetz33 (67/150),346,111.5,G Cameron Young G Ryan Gerard G Brooks Koepka G Eric Cole G Emiliano Grillo G Luke Clanton,,,,,
45631,5209593728,COLTSwLuCKeOline (57/150),346,111.5,G Tom Kim G Maverick McNealy G Aaron Rai G Keith Mitchell G Blades Brown G Ryo Hisatsune,,,,,
45631,5209699743,natef13 (4/5),346,111.5,G Justin Thomas G Ryan Gerard G Mac Meissner G Alex Noren G Blades Brown G Denny McCarthy,,,,,
45631,5209701190,Wijason,346,111.5,G Cameron Young G Hideki Matsuyama G Ben Kohles G Christiaan Bezuidenhout G Eric Cole G Ryo Hisatsune,,,,,
45631,5209716410,goaliman12 (150/150),346,111.5,G Tom Kim G Aaron Rai G Davis Thompson G Blades Brown G Chris Kirk G Sepp Straka,,,,,
45631,5209770699,hondizzle (11/150),346,111.5,G Cameron Young G Justin Thomas G Tom Kim G Blades Brown G Matt Kuchar G Brandt Snedeker,,,,,
45631,5207222155,bdschultheis (96/150),345,111.5,G Hideki Matsuyama G Tom Kim G Keegan Bradley G Ben Kohles G Ryo Hisatsune G Sepp Straka,,,,,
45631,5207234769,pissontheliberals (66/150),345,111.5,G Hideki Matsuyama G Ryan Gerard G Maverick McNealy G Mac Meissner G Christiaan Bezuidenhout G A.J. Ewart,,,,,
45631,5207351698,hjbreton (128/150),345,111.5,G Maverick McNealy G Harris English G Keith Mitchell G Blades Brown G Alex Smalley G Bud Cauley,,,,,
45631,5207557844,Striker15 (3/150),345,111.5,G Hideki Matsuyama G Ryan Gerard G Aaron Rai G Christiaan Bezuidenhout G Bud Cauley G Johnny Keefer,,,,,
45631,5207747396,crowandthrow (3/150),345,111.5,G Ben Griffin G Maverick McNealy G Davis Thompson G Mac Meissner G Blades Brown G Matt Wallace,,,,,
45631,5207758299,flashy84 (138/150),345,111.5,G Jackson Koivun G Maverick McNealy G Keegan Bradley G Mac Meissner G Emiliano Grillo G Karl Vilips,,,,,
